"","ID","Zone","Level","Region","Ubication","Employees","Taxes","Years","NIh","Nig","Income"
"1607","AB0000065846","County72","Small",3,"C0257958K0043939",14,0.5,39.8,25,1320,111
"1608","AB0000065869","County72","Small",3,"C0282996K0018901",78,3,28.1,25,1320,300
"1609","AB0000065872","County72","Small",3,"C0104941K0196956",12,5,44.1,25,1320,347
"1610","AB0000065880","County72","Small",3,"C0093793K0208104",76,7,42.2,25,1320,405
"1611","AB0000065890","County72","Small",3,"C0286064K0015833",79,9,26.3,25,1320,452
"1612","AB0000065918","County72","Small",3,"C0151956K0149941",29,0.5,45.4,25,1320,79
"1613","AB0000065939","County72","Small",3,"C0162020K0139877",78,0.5,24,25,1320,116
"1614","AB0000065953","County72","Small",3,"C0106377K0195520",13,0.5,11,25,1320,52
"1615","AB0000065960","County72","Small",3,"C0266156K0035741",27,1,1.5,25,1320,156
"1616","AB0000065971","County72","Small",3,"C0249313K0052584",28,1,23.4,25,1320,175
"1617","AB0000065993","County72","Small",3,"C0092264K0209633",87,0.5,25.2,25,1320,144
"1618","AB0000066006","County72","Small",3,"C0132948K0168949",65,0.5,35,25,1320,65
"1619","AB0000066009","County72","Small",3,"C0240581K0061316",46,0.5,7.7,25,1320,127
"1620","AB0000066010","County72","Small",3,"C0031526K0270371",30,0.5,5.3,25,1320,122
"1621","AB0000066035","County72","Small",3,"C0235519K0066378",10,0.5,42,25,1320,110
"1622","AB0000066037","County72","Small",3,"C0122697K0179200",13,0.5,12.3,25,1320,78
"1623","AB0000066051","County72","Small",3,"C0080780K0221117",78,0.5,41.3,25,1320,131
"1624","AB0000066106","County72","Small",3,"C0167069K0134828",13,3,28,25,1320,278
"1625","AB0000066132","County72","Small",3,"C0105526K0196371",13,3,6.4,25,1320,292
"1626","AB0000066140","County72","Small",3,"C0011184K0290713",90,2,31.6,25,1320,222
"1627","AB0000066200","County72","Small",3,"C0203541K0098356",78,2,42.3,25,1320,219
"1628","AB0000066219","County72","Small",3,"C0003411K0298486",77,3,11.9,25,1320,283
"1629","AB0000066221","County72","Small",3,"C0293832K0008065",84,1,30.6,25,1320,176
"1630","AB0000066249","County72","Small",3,"C0142289K0159608",24,10,42.4,25,1320,470
"1631","AB0000068196","County75","Small",3,"C0165766K0136131",6,2,26.1,25,165,215
"1632","AB0000068204","County75","Small",3,"C0228891K0073006",52,7,32.9,25,165,410
"1633","AB0000068214","County75","Small",3,"C0153455K0148442",27,9,10,25,165,450
"1634","AB0000068250","County75","Small",3,"C0072836K0229061",21,8,32,25,165,425
"1635","AB0000068253","County75","Small",3,"C0033595K0268302",52,7,24.1,25,165,409
"1636","AB0000068254","County75","Small",3,"C0212957K0088940",67,9,12,25,165,455
"1637","AB0000068290","County75","Small",3,"C0083809K0218088",8,1,22.9,25,165,170
"1638","AB0000068302","County75","Small",3,"C0255290K0046607",29,6,44.9,25,165,369
"1639","AB0000068303","County75","Small",3,"C0297740K0004157",31,4,11.5,25,165,329
"1640","AB0000068354","County75","Small",3,"C0141968K0159929",42,0.5,29.3,25,165,127
"1641","AB0000068356","County75","Small",3,"C0032330K0269567",27,1,20.3,25,165,156
"1642","AB0000069395","County78","Medium",4,"C0301739K0000158",65,12,38.4,25,9,520
"1643","AB0000069396","County78","Medium",4,"C0174720K0127177",54,13,7.6,25,9,540
"1644","AB0000069401","County78","Medium",4,"C0193603K0108294",65,21,2.4,25,9,648
"1645","AB0000069404","County78","Big",4,"C0127176K0174721",171,77,1.4,25,83,1390
"1646","AB0000069412","County78","Big",4,"C0033489K0268408",161,57,32.3,25,83,1100
"1647","AB0000069415","County78","Big",4,"C0018590K0283307",146,54,45.4,25,83,1063
"1648","AB0000069434","County78","Big",4,"C0133406K0168491",90,53,33.4,25,83,1060
"1649","AB0000069438","County78","Big",4,"C0177009K0124888",193,104,49.2,25,83,1480
"1650","AB0000069452","County78","Big",4,"C0088493K0213404",149,50,29.4,25,83,1030
"1651","AB0000069464","County78","Big",4,"C0278375K0023522",126,73,25.5,25,83,1360
"1652","AB0000069493","County78","Small",4,"C0155729K0146168",84,5,12.4,25,882,350
"1653","AB0000069502","County78","Small",4,"C0020260K0281637",40,5,20.9,25,882,342
"1654","AB0000069518","County78","Small",4,"C0209038K0092859",80,5,26.7,25,882,350
"1655","AB0000069539","County78","Small",4,"C0278534K0023363",76,5,33.4,25,882,345
"1656","AB0000069567","County78","Small",4,"C0226206K0075691",84,2,42.4,25,882,260
"1657","AB0000069594","County78","Small",4,"C0135948K0165949",26,1,16.8,25,882,211
"1658","AB0000069597","County78","Small",4,"C0046024K0255873",71,0.5,29.5,25,882,146
"1659","AB0000069613","County78","Small",4,"C0032850K0269047",71,4,36.6,25,882,320
"1660","AB0000069617","County78","Small",4,"C0295534K0006363",93,3,22,25,882,290
"1661","AB0000069658","County78","Small",4,"C0013931K0287966",17,0.5,30.1,25,882,70
"1662","AB0000069663","County78","Small",4,"C0031587K0270310",50,4,11.7,25,882,312
"1663","AB0000069666","County78","Small",4,"C0278288K0023609",88,2,10.7,25,882,260
"1664","AB0000069716","County78","Small",4,"C0223613K0078284",87,2,49.6,25,882,240
"1665","AB0000069723","County78","Small",4,"C0101276K0200621",57,3,35,25,882,297
"1666","AB0000069725","County78","Small",4,"C0269208K0032689",28,3,28.6,25,882,270
"1667","AB0000069730","County78","Small",4,"C0075949K0225948",86,4,4.8,25,882,312
"1668","AB0000069772","County78","Small",4,"C0214377K0087520",61,3,39.9,25,882,278
"1669","AB0000069787","County78","Small",4,"C0198477K0103420",27,4,7.5,25,882,330
"1670","AB0000069806","County78","Small",4,"C0278295K0023602",55,2,41.3,25,882,232
"1671","AB0000069817","County78","Small",4,"C0157830K0144067",53,3,27.7,25,882,290
"1672","AB0000069830","County78","Small",4,"C0149051K0152846",19,2,19.9,25,882,249
"1673","AB0000069859","County78","Small",4,"C0045383K0256514",45,3,44.1,25,882,296
"1674","AB0000069874","County78","Small",4,"C0200902K0100995",68,2,18.9,25,882,260
"1675","AB0000069876","County78","Small",4,"C0189494K0112403",31,4,12.7,25,882,315
"1676","AB0000069931","County78","Small",4,"C0275439K0026458",87,4,3.7,25,882,329
"1677","AB0000069938","County78","Small",4,"C0239053K0062844",79,4,21,25,882,326
"1678","AB0000069964","County78","Small",4,"C0107721K0194176",25,3,32.6,25,882,280
"1679","AB0000069988","County78","Small",4,"C0059252K0242645",9,0.5,41.8,25,882,87
"1680","AB0000069996","County78","Small",4,"C0261507K0040390",63,4,34.8,25,882,315
"1681","AB0000070009","County78","Small",4,"C0008793K0293104",40,1,14.6,25,882,176
"1682","AB0000070023","County78","Small",4,"C0096656K0205241",12,1,41,25,882,180
"1683","AB0000070027","County78","Small",4,"C0260404K0041493",82,2,45,25,882,229
"1684","AB0000070083","County78","Small",4,"C0129662K0172235",75,1,13.5,25,882,155
"1685","AB0000070098","County78","Small",4,"C0276661K0025236",73,0.5,44.4,25,882,79
"1686","AB0000070153","County78","Small",4,"C0206386K0095511",22,0.5,12.8,25,882,110
"1687","AB0000070171","County78","Small",4,"C0002535K0299362",11,1,17.2,25,882,156
"1688","AB0000070200","County78","Small",4,"C0294855K0007042",23,0.5,48.8,25,882,136
"1689","AB0000070204","County78","Small",4,"C0160711K0141186",51,0.5,43.5,25,882,135
"1690","AB0000070208","County78","Small",4,"C0004708K0297189",82,0.5,40.1,25,882,117
"1691","AB0000070210","County78","Small",4,"C0091343K0210554",54,9,49.6,25,882,450
"1692","AB0000070216","County78","Small",4,"C0179601K0122296",25,5,8.8,25,882,350
"1693","AB0000070224","County78","Small",4,"C0151015K0150882",74,8,24.3,25,882,440
"1694","AB0000070228","County78","Small",4,"C0144714K0157183",98,6,12.4,25,882,370
"1695","AB0000070266","County78","Small",4,"C0293684K0008213",18,4,11.9,25,882,310
"1696","AB0000070309","County78","Small",4,"C0060865K0241032",101,10,36.3,25,882,471
"1697","AB0000070318","County78","Small",4,"C0238680K0063217",44,10,27.4,25,882,470
"1698","AB0000070340","County78","Small",4,"C0283794K0018103",45,8,43.8,25,882,434
"1699","AB0000072540","County15","Small",1,"C0286480K0015417",41,0.5,12.2,25,330,80
"1700","AB0000072553","County15","Small",1,"C0168093K0133804",83,1,16.2,25,330,152
"1701","AB0000072604","County15","Small",1,"C0145740K0156157",82,0.5,4.3,25,330,117
"1702","AB0000072626","County15","Small",1,"C0098828K0203069",59,0.5,5.8,25,330,141
"1703","AB0000072627","County15","Small",1,"C0290109K0011788",17,8,26.9,25,330,430
"1704","AB0000072643","County15","Small",1,"C0214801K0087096",33,8,49.2,25,330,430
"1705","AB0000072654","County15","Small",1,"C0107466K0194431",98,6,46.4,25,330,373
"1706","AB0000072657","County15","Small",1,"C0236071K0065826",34,6,12.2,25,330,380
"1707","AB0000072677","County15","Small",1,"C0068360K0233537",33,10,46.4,25,330,480
"1708","AB0000072700","County15","Small",1,"C0133506K0168391",46,10.5,36,25,330,490
"1709","AB0000072716","County15","Small",1,"C0034798K0267099",92,5,32.5,25,330,350
"1710","AB0000072747","County15","Small",1,"C0007873K0294024",20,10,14.3,25,330,469
"1711","AB0000072786","County15","Small",1,"C0211545K0090352",49,5,18.7,25,330,360
"1712","AB0000072795","County15","Small",1,"C0176707K0125190",101,8,15.5,25,330,421
"1713","AB0000072802","County15","Small",1,"C0274263K0027634",51,7,41.1,25,330,404
"1714","AB0000072805","County15","Small",1,"C0244635K0057262",101,8,29.7,25,330,429
"1715","AB0000072818","County15","Small",1,"C0064727K0237170",65,8,31,25,330,433
"1716","AB0000072835","County15","Small",1,"C0028426K0273471",26,9,35,25,330,450
"1717","AB0000072856","County15","Small",1,"C0189676K0112221",39,7,9.4,25,330,396
"1718","AB0000073051","County81","Small",4,"C0114565K0187332",17,3,12.4,25,307,291
"1719","AB0000073052","County81","Small",4,"C0289087K0012810",34,6,47.6,25,307,374
"1720","AB0000073068","County81","Small",4,"C0013675K0288222",76,7,2.6,25,307,405
"1721","AB0000073079","County81","Small",4,"C0000509K0301388",41,5,18.5,25,307,359
"1722","AB0000073092","County81","Small",4,"C0292260K0009637",57,1,6.1,25,307,198
"1723","AB0000073094","County81","Small",4,"C0197768K0104129",29,6,8.8,25,307,369
"1724","AB0000073110","County81","Small",4,"C0199912K0101985",53,0.5,22.4,25,307,103
"1725","AB0000073130","County81","Small",4,"C0189944K0111953",79,1,2.5,25,307,155
"1726","AB0000073141","County81","Small",4,"C0207298K0094599",13,0.5,32.3,25,307,52
"1727","AB0000073204","County81","Small",4,"C0218711K0083186",46,0.5,33.5,25,307,132
"1728","AB0000073206","County81","Small",4,"C0024814K0277083",27,0.5,29.3,25,307,136
"1729","AB0000073220","County81","Small",4,"C0122107K0179790",27,0.5,8.8,25,307,145
"1730","AB0000073224","County81","Small",4,"C0190335K0111562",55,0.5,4.4,25,307,143
"1731","AB0000073251","County81","Small",4,"C0100738K0201159",62,0.5,45.5,25,307,124
"1732","AB0000073279","County81","Small",4,"C0055399K0246498",58,1,17.3,25,307,206
"1733","AB0000073285","County81","Small",4,"C0274412K0027485",55,4,49.2,25,307,321
"1734","AB0000073286","County81","Small",4,"C0165265K0136632",66,1,18.6,25,307,206
"1735","AB0000073338","County81","Small",4,"C0109956K0191941",66,3,39.3,25,307,300
"1736","AB0000073341","County82","Small",4,"C0080328K0221569",11,2,7.9,25,117,251
"1737","AB0000073343","County82","Small",4,"C0202799K0099098",61,3,43.6,25,117,286
"1738","AB0000073348","County82","Small",4,"C0267439K0034458",57,1,11.2,25,117,201
"1739","AB0000073359","County82","Small",4,"C0121852K0180045",17,3,23.5,25,117,278
"1740","AB0000073375","County82","Small",4,"C0252544K0049353",27,2,36.4,25,117,249
"1741","AB0000073397","County82","Small",4,"C0091912K0209985",22,2,6.7,25,117,218
"1742","AB0000073402","County82","Small",4,"C0270730K0031167",71,4,23.8,25,117,318
"1743","AB0000073411","County82","Small",4,"C0204323K0097574",47,2,36.5,25,117,243
"1744","AB0000073514","County82","Medium",4,"C0117083K0184814",117,27,9,25,610,730
"1745","AB0000073522","County82","Medium",4,"C0166689K0135208",107,25,34.9,25,610,705
"1746","AB0000073527","County82","Medium",4,"C0172237K0129660",55,25,32.4,25,610,704
"1747","AB0000073542","County82","Medium",4,"C0293720K0008177",40,20,1.5,25,610,635
"1748","AB0000073572","County82","Medium",4,"C0096293K0205604",105,15,30.7,25,610,576
"1749","AB0000073575","County82","Medium",4,"C0003600K0298297",139,38,10.9,25,610,870
"1750","AB0000073590","County82","Medium",4,"C0168263K0133634",36,12,44.3,25,610,510
"1751","AB0000073603","County82","Medium",4,"C0295398K0006499",60,15,3.6,25,610,560
"1752","AB0000073635","County82","Medium",4,"C0113932K0187965",145,47,18.1,25,610,990
"1753","AB0000073645","County82","Medium",4,"C0063294K0238603",149,44,10.6,25,610,958
"1754","AB0000073653","County82","Medium",4,"C0151067K0150830",118,41,17.7,25,610,920
"1755","AB0000073657","County82","Medium",4,"C0115883K0186014",30,13,32.4,25,610,538
"1756","AB0000073684","County82","Medium",4,"C0251650K0050247",102,33,4.4,25,610,820
"1757","AB0000073686","County82","Medium",4,"C0297345K0004552",79,20,42,25,610,630
"1758","AB0000073725","County82","Medium",4,"C0185637K0116260",47,23,48.9,25,610,674
"1759","AB0000073731","County82","Medium",4,"C0026461K0275436",131,43,34.6,25,610,944
"1760","AB0000073784","County82","Medium",4,"C0045435K0256462",56,12,3.2,25,610,520
"1761","AB0000073827","County82","Medium",4,"C0007248K0294649",105,16,21.8,25,610,579
"1762","AB0000073878","County82","Medium",4,"C0139261K0162636",55,16,46.5,25,610,590
"1763","AB0000073892","County82","Medium",4,"C0113559K0188338",41,15,39.6,25,610,570
"1764","AB0000073919","County82","Medium",4,"C0212432K0089465",99,11,25.8,25,610,500
"1765","AB0000073922","County82","Medium",4,"C0190528K0111369",92,17,3.3,25,610,600
"1766","AB0000073924","County82","Medium",4,"C0225534K0076363",31,14,18.2,25,610,550
"1767","AB0000073940","County82","Medium",4,"C0087388K0214509",68,18,8.1,25,610,600
"1768","AB0000073950","County82","Medium",4,"C0042945K0258952",90,13,45.4,25,610,540
"1769","AB0000073968","County82","Medium",4,"C0262121K0039776",92,35,29,25,610,835
"1770","AB0000073974","County82","Medium",4,"C0083521K0218376",30,16,41.6,25,610,584
"1771","AB0000073975","County82","Medium",4,"C0272595K0029302",45,15,49.8,25,610,570
"1772","AB0000073981","County82","Medium",4,"C0248003K0053894",103,43,11.2,25,610,940
"1773","AB0000074004","County82","Medium",4,"C0018790K0283107",54,16,14.9,25,610,580
"1774","AB0000074005","County82","Medium",4,"C0245488K0056409",113,18,43.5,25,610,610
"1775","AB0000074009","County82","Medium",4,"C0196804K0105093",105,24,41.3,25,610,700
"1776","AB0000074016","County82","Medium",4,"C0158987K0142910",102,31,3.8,25,610,790
"1777","AB0000074072","County83","Medium",4,"C0120952K0180945",90,19,46.1,25,127,615
"1778","AB0000074084","County83","Medium",4,"C0047129K0254768",34,14,34.9,25,127,546
"1779","AB0000074085","County83","Medium",4,"C0039049K0262848",29,15,9.5,25,127,576
"1780","AB0000074095","County83","Medium",4,"C0040323K0261574",34,14,9.6,25,127,545
"1781","AB0000074099","County83","Medium",4,"C0234449K0067448",82,13,48.7,25,127,540
"1782","AB0000074103","County83","Medium",4,"C0219145K0082752",89,29,29.6,25,127,770
"1783","AB0000074123","County83","Medium",4,"C0295203K0006694",52,15,46.5,25,127,560
"1784","AB0000074125","County83","Medium",4,"C0086840K0215057",73,43,23.6,25,127,951
"1785","AB0000074164","County83","Medium",4,"C0293272K0008625",66,13,18.2,25,127,540
"1786","AB0000074198","County83","Big",4,"C0147725K0154172",122,63,32,25,83,1193
"1787","AB0000074205","County83","Big",4,"C0219302K0082595",157,83,17.1,25,83,1434
"1788","AB0000074208","County83","Big",4,"C0263210K0038687",144,62,21.4,25,83,1153
"1789","AB0000074214","County83","Big",4,"C0016521K0285376",126,59,22.8,25,83,1130
"1790","AB0000074233","County83","Big",4,"C0235316K0066581",147,49,20.7,25,83,1003
"1791","AB0000074243","County83","Big",4,"C0227544K0074353",119,56,5.7,25,83,1093
"1792","AB0000074267","County83","Big",4,"C0005404K0296493",104,72,21.7,25,83,1360
"1793","AB0000074280","County83","Small",4,"C0129617K0172280",89,5,26.3,25,764,360
"1794","AB0000074286","County83","Small",4,"C0121097K0180800",25,5,39.5,25,764,361
"1795","AB0000074297","County83","Small",4,"C0023217K0278680",49,8,19.8,25,764,425
"1796","AB0000074317","County83","Small",4,"C0187906K0113991",20,5,49.1,25,764,340
"1797","AB0000074328","County83","Small",4,"C0002797K0299100",90,6,37.7,25,764,380
"1798","AB0000074329","County83","Small",4,"C0109315K0192582",20,5,20,25,764,348
"1799","AB0000074334","County83","Small",4,"C0133563K0168334",73,6,3.1,25,764,363
"1800","AB0000074372","County83","Small",4,"C0091782K0210115",53,10,36.6,25,764,480
"1801","AB0000074402","County83","Small",4,"C0135915K0165982",79,2,25.6,25,764,231
"1802","AB0000074426","County83","Small",4,"C0196939K0104958",70,6,20.9,25,764,384
"1803","AB0000074485","County83","Small",4,"C0206455K0095442",70,3,6.3,25,764,300
"1804","AB0000074487","County83","Small",4,"C0296981K0004916",49,1,18.6,25,764,199
"1805","AB0000074519","County83","Small",4,"C0000385K0301512",86,4,26.4,25,764,301
"1806","AB0000074532","County83","Small",4,"C0169539K0132358",44,5,13.5,25,764,335
"1807","AB0000074548","County83","Small",4,"C0125916K0175981",65,1,37.6,25,764,200
"1808","AB0000074584","County83","Small",4,"C0194434K0107463",23,2,21.1,25,764,250
"1809","AB0000074587","County83","Small",4,"C0265744K0036153",19,4,47.1,25,764,316
"1810","AB0000074615","County83","Small",4,"C0193962K0107935",36,1,3.5,25,764,166
"1811","AB0000074628","County83","Small",4,"C0140443K0161454",54,4,35.1,25,764,310
"1812","AB0000074651","County83","Small",4,"C0227416K0074481",45,3,44.4,25,764,296
"1813","AB0000074653","County83","Small",4,"C0141599K0160298",66,3,6.9,25,764,300
"1814","AB0000074655","County83","Small",4,"C0238620K0063277",48,2,30.6,25,764,260
"1815","AB0000074660","County83","Small",4,"C0163959K0137938",73,3,26.9,25,764,280
"1816","AB0000074665","County83","Small",4,"C0068109K0233788",16,3,23.6,25,764,273
"1817","AB0000074723","County83","Small",4,"C0132211K0169686",87,4,4.3,25,764,329
"1818","AB0000074751","County83","Small",4,"C0106452K0195445",42,2,43.7,25,764,229
"1819","AB0000074762","County83","Small",4,"C0043293K0258604",57,3,39,25,764,292
"1820","AB0000074770","County83","Small",4,"C0039361K0262536",38,2,47.1,25,764,222
"1821","AB0000074817","County83","Small",4,"C0276256K0025641",81,0.5,9.8,25,764,55
"1822","AB0000074821","County83","Small",4,"C0048847K0253050",59,0.5,47,25,764,140
"1823","AB0000074822","County83","Small",4,"C0059783K0242114",25,1,16.1,25,764,188
"1824","AB0000074828","County83","Small",4,"C0280248K0021649",4,1,27.6,25,764,169
"1825","AB0000074850","County83","Small",4,"C0291333K0010564",89,1,12.1,25,764,196
"1826","AB0000074859","County83","Small",4,"C0152535K0149362",36,1,22.8,25,764,170
"1827","AB0000074873","County83","Small",4,"C0133685K0168212",53,1,7.6,25,764,189
"1828","AB0000074874","County83","Small",4,"C0278087K0023810",78,2,43.3,25,764,226
"1829","AB0000074904","County83","Small",4,"C0198157K0103740",17,0.5,31.8,25,764,96
"1830","AB0000074931","County83","Small",4,"C0256228K0045669",25,1,40.2,25,764,191
"1831","AB0000074963","County83","Small",4,"C0110816K0191081",11,1,49.1,25,764,156
"1832","AB0000075016","County83","Small",4,"C0257198K0044699",74,8,29.4,25,764,440
"1833","AB0000075035","County83","Small",4,"C0038862K0263035",77,6,15.6,25,764,368
"1834","AB0000075045","County84","Small",4,"C0098141K0203756",36,7,5.3,25,223,410
"1835","AB0000075050","County84","Small",4,"C0078749K0223148",98,6,33.3,25,223,373
"1836","AB0000075053","County84","Small",4,"C0224844K0077053",34,6,26.6,25,223,380
"1837","AB0000075095","County84","Small",4,"C0221199K0080698",31,7,17.4,25,223,400
"1838","AB0000075100","County84","Small",4,"C0260296K0041601",31,6,14.5,25,223,390
"1839","AB0000075126","County84","Small",4,"C0061442K0240455",42,10.5,49.1,25,223,490
"1840","AB0000075139","County84","Small",4,"C0027184K0274713",41,6,12.7,25,223,370
"1841","AB0000075189","County84","Small",4,"C0092609K0209288",28,4,23,25,223,332
"1842","AB0000075220","County84","Small",4,"C0155098K0146799",84,1,44,25,223,168
"1843","AB0000075221","County84","Small",4,"C0130792K0171105",92,10,29.4,25,223,468
"1844","AB0000075235","County84","Small",4,"C0179027K0122870",30,6,46.9,25,223,380
"1845","AB0000075243","County84","Small",4,"C0161656K0140241",29,5,48.2,25,223,360
"1846","AB0000075244","County84","Small",4,"C0016999K0284898",90,9,18.9,25,223,450
"1847","AB0000075247","County84","Small",4,"C0157820K0144077",20,4,41.9,25,223,332
"1848","AB0000075436","County86","Small",4,"C0241768K0060129",47,6,3.9,25,307,386
"1849","AB0000075438","County86","Small",4,"C0210186K0091711",21,8,41.9,25,307,425
"1850","AB0000075449","County86","Small",4,"C0089688K0212209",37,0.5,40.7,25,307,65
"1851","AB0000075454","County86","Small",4,"C0071500K0230397",17,8,19.3,25,307,428
"1852","AB0000075456","County86","Small",4,"C0274523K0027374",12,5,23.7,25,307,347
"1853","AB0000075457","County86","Small",4,"C0215449K0086448",56,5,8.6,25,307,348
"1854","AB0000075469","County86","Small",4,"C0196234K0105663",51,9,6,25,307,460
"1855","AB0000075470","County86","Small",4,"C0084465K0217432",64,1,2.5,25,307,166
"1856","AB0000075486","County86","Small",4,"C0040089K0261808",21,8,40.4,25,307,425
"1857","AB0000075525","County86","Small",4,"C0135651K0166246",3,1,45.3,25,307,154
"1858","AB0000075531","County86","Small",4,"C0292005K0009892",38,0.5,15,25,307,119
"1859","AB0000075549","County86","Small",4,"C0170484K0131413",25,0.5,20.5,25,307,103
"1860","AB0000075571","County86","Small",4,"C0227343K0074554",69,0.5,43.9,25,307,52
"1861","AB0000075572","County86","Small",4,"C0250056K0051841",69,0.5,45.6,25,307,96
"1862","AB0000075582","County86","Small",4,"C0261355K0040542",9,1,38.3,25,307,200
"1863","AB0000075665","County86","Small",4,"C0155152K0146745",76,1,38.9,25,307,165
"1864","AB0000075689","County86","Small",4,"C0049373K0252524",48,3,47.9,25,307,264
"1865","AB0000075729","County86","Small",4,"C0166281K0135616",51,2,6.8,25,307,251
"1866","AB0000078903","County91","Medium",4,"C0301038K0000859",75,28,43.5,25,101,750
"1867","AB0000078904","County91","Medium",4,"C0252595K0049302",97,29,26.6,25,101,760
"1868","AB0000078939","County91","Medium",4,"C0153426K0148471",86,18,19.2,25,101,610
"1869","AB0000078949","County91","Medium",4,"C0193243K0108654",69,27,47.7,25,101,730
"1870","AB0000078964","County91","Medium",4,"C0039840K0262057",99,31,21.6,25,101,790
"1871","AB0000078976","County91","Medium",4,"C0069567K0232330",77,15,32.9,25,101,571
"1872","AB0000078982","County91","Medium",4,"C0027577K0274320",102,16,48.7,25,101,581
"1873","AB0000078985","County91","Medium",4,"C0226654K0075243",65,21,1.8,25,101,648
"1874","AB0000078993","County91","Big",4,"C0273944K0027953",96,50,40.6,25,83,1016
"1875","AB0000079024","County91","Big",4,"C0045887K0256010",201,105,19.6,25,83,1490
"1876","AB0000079029","County91","Big",4,"C0014028K0287869",134,76,17.6,25,83,1360
"1877","AB0000079036","County91","Big",4,"C0015235K0286662",149,50,12.8,25,83,1030
"1878","AB0000079045","County91","Big",4,"C0154142K0147755",131,56,8.8,25,83,1094
"1879","AB0000079064","County91","Big",4,"C0291369K0010528",89,50,41,25,83,1020
"1880","AB0000079065","County91","Big",4,"C0232358K0069539",91,54,2,25,83,1077
"1881","AB0000079079","County91","Small",4,"C0219501K0082396",34,6,46.5,25,123,374
"1882","AB0000079085","County91","Small",4,"C0127811K0174086",34,4,19.1,25,123,311
"1883","AB0000079099","County91","Small",4,"C0038118K0263779",94,6,20.3,25,123,378
"1884","AB0000079120","County91","Small",4,"C0043834K0258063",90,6,21.2,25,123,380
"1885","AB0000079132","County91","Small",4,"C0145260K0156637",57,10,47.7,25,123,475
"1886","AB0000079134","County91","Small",4,"C0205948K0095949",75,7,32.3,25,123,392
"1887","AB0000079138","County91","Small",4,"C0032696K0269201",67,4,14.8,25,123,330
"1888","AB0000079160","County91","Small",4,"C0068955K0232942",79,9,17.4,25,123,460
"1889","AB0000079185","County91","Small",4,"C0048802K0253095",56,1,25.5,25,123,160
"1890","AB0000079218","County92","Small",4,"C0174372K0127525",70,6,46.1,25,727,384
"1891","AB0000079241","County92","Small",4,"C0167035K0134862",43,2,19.4,25,727,245
"1892","AB0000079246","County92","Small",4,"C0046673K0255224",63,4,45.9,25,727,319
"1893","AB0000079259","County92","Small",4,"C0083949K0217948",48,5,45.1,25,727,339
"1894","AB0000079275","County92","Small",4,"C0267999K0033898",66,0.5,31.9,25,727,128
"1895","AB0000079286","County92","Small",4,"C0186301K0115596",20,1,35,25,727,183
"1896","AB0000079287","County92","Small",4,"C0154462K0147435",5,1,25.1,25,727,201
"1897","AB0000079336","County92","Small",4,"C0262145K0039752",84,2,34.7,25,727,258
"1898","AB0000079348","County92","Small",4,"C0239179K0062718",84,2,41,25,727,260
"1899","AB0000079361","County92","Small",4,"C0002464K0299433",30,1,1.8,25,727,209
"1900","AB0000079370","County92","Small",4,"C0063261K0238636",73,1,22.3,25,727,202
"1901","AB0000079376","County92","Small",4,"C0145514K0156383",23,2,18.6,25,727,250
"1902","AB0000079407","County92","Small",4,"C0246719K0055178",36,1,47.2,25,727,166
"1903","AB0000079413","County92","Small",4,"C0252264K0049633",81,1,42.4,25,727,194
"1904","AB0000079446","County92","Small",4,"C0205861K0096036",46,1,21.6,25,727,206
"1905","AB0000079450","County92","Small",4,"C0039958K0261939",68,5,17.3,25,727,345
"1906","AB0000079461","County92","Small",4,"C0258721K0043176",71,2,35.5,25,727,238
"1907","AB0000079468","County92","Small",4,"C0092678K0209219",54,3,44,25,727,300
"1908","AB0000079470","County92","Small",4,"C0102049K0199848",70,2,36.2,25,727,230
"1909","AB0000079478","County92","Small",4,"C0112992K0188905",44,3,21.5,25,727,264
"1910","AB0000079529","County92","Small",4,"C0283694K0018203",41,3,49.8,25,727,280
"1911","AB0000079547","County92","Small",4,"C0174291K0127606",12,2,8.2,25,727,251
"1912","AB0000079584","County92","Small",4,"C0298753K0003144",64,1,42.5,25,727,180
"1913","AB0000079616","County92","Small",4,"C0202894K0099003",77,0.5,47.5,25,727,80
"1914","AB0000079617","County92","Small",4,"C0259183K0042714",58,0.5,41.3,25,727,125
"1915","AB0000079619","County92","Small",4,"C0300580K0001317",19,1,5.6,25,727,153
"1916","AB0000079620","County92","Small",4,"C0133773K0168124",4,1,22.2,25,727,169
"1917","AB0000079622","County92","Small",4,"C0063482K0238415",74,0.5,12.9,25,727,130
"1918","AB0000079702","County92","Small",4,"C0140959K0160938",45,0.5,43.7,25,727,97
"1919","AB0000079713","County92","Small",4,"C0221653K0080244",41,0.5,48.6,25,727,104
"1920","AB0000079720","County92","Small",4,"C0150512K0151385",77,0.5,15.9,25,727,86
"1921","AB0000079736","County92","Small",4,"C0191445K0110452",34,0.5,17.9,25,727,111
"1922","AB0000079753","County92","Small",4,"C0249148K0052749",29,0.5,18.3,25,727,100
"1923","AB0000079798","County92","Small",4,"C0295741K0006156",18,6,32.8,25,727,380
"1924","AB0000079821","County92","Small",4,"C0263842K0038055",52,10,48.9,25,727,470
"1925","AB0000079862","County92","Small",4,"C0216074K0085823",27,7,10.7,25,727,400
"1926","AB0000079880","County92","Small",4,"C0042043K0259854",69,8,22.4,25,727,430
"1927","AB0000079891","County92","Small",4,"C0126129K0175768",70,8,38.4,25,727,440
